Array Length,Presorted Rate,Duplicate Rate,Max Digits,Fastest Sort
4808,0.9594,0.9588,2,R
2399,0.9283,0.9271,2,R
1517,0.8984,0.8866,2,R
3432,0.9449,0.9429,2,R
4477,0.9571,0.9569,2,R
2127,0.9247,0.9229,2,R
3721,0.9505,0.9495,2,R
3029,0.9373,0.9363,2,R
2687,0.9341,0.9338,2,R
2453,0.9319,0.9266,2,R
2229,0.9201,0.9166,2,R
3060,0.9398,0.9395,2,R
2694,0.9398,0.9384,2,R
1919,0.9145,0.9062,2,R
1144,0.8775,0.8706,2,Q
3707,0.9498,0.9487,2,R
2838,0.933,0.9323,2,R
2476,0.9289,0.9257,2,R
2437,0.9261,0.9249,2,R
2145,0.9151,0.9114,2,R
1308,0.8845,0.8685,2,Q
2742,0.9336,0.9318,2,R
1864,0.9195,0.9163,2,Q
1646,0.9003,0.8967,2,M
1635,0.9211,0.9162,2,R
2095,0.9284,0.926,2,Q
1149,0.8763,0.8642,2,R
3650,0.946,0.9458,2,R
1145,0.8916,0.8803,2,R
1939,0.9143,0.9056,2,R
2810,0.9345,0.9335,2,R
4794,0.9591,0.9589,2,R
2327,0.9256,0.9222,2,R
4573,0.9598,0.9595,2,R
3280,0.9414,0.9402,2,R
4104,0.9527,0.9522,2,R
1883,0.9044,0.9002,2,R
4079,0.9534,0.9519,2,R
3109,0.9402,0.9392,2,R
1592,0.9133,0.907,2,M
1882,0.9075,0.9006,2,R
4869,0.9616,0.9606,2,Q
4854,0.96,0.9594,2,M
4903,0.9598,0.9596,2,R
2138,0.9256,0.9196,2,R
2768,0.9396,0.9379,2,R
4541,0.957,0.9568,2,R
1029,0.8745,0.8688,2,Q
1077,0.8717,0.8579,2,Q
4492,0.9568,0.9566,2,R
4397,0.9556,0.9552,2,M
4866,0.9599,0.9595,2,R
4525,0.9569,0.9567,2,R
2381,0.9307,0.9248,2,R
4910,0.9603,0.9597,2,R
1587,0.9061,0.8998,2,R
4361,0.9571,0.9553,2,R
3709,0.9477,0.9472,2,R
1789,0.9239,0.9206,2,R
4287,0.9557,0.9547,2,Q
3294,0.9426,0.9417,2,R
4449,0.9557,0.9555,2,R
1061,0.8604,0.8492,2,R
1977,0.919,0.9165,2,R
2166,0.9187,0.9137,2,R
2058,0.9149,0.9111,2,R
1270,0.8109,0.7976,3,R
4294,0.9557,0.9546,2,R
4109,0.953,0.9523,2,R
1821,0.8357,0.8083,3,Q
2412,0.8486,0.8342,3,M
1240,0.8426,0.8137,3,Q
4804,0.9592,0.959,2,M
2151,0.8279,0.7959,3,Q
3881,0.8541,0.8356,3,Q
1991,0.8281,0.8016,3,R
3819,0.8497,0.8358,3,Q
2098,0.8617,0.8446,3,Q
3535,0.8857,0.8741,3,Q
1053,0.808,0.7787,3,Q
1931,0.8503,0.8374,3,Q
2161,0.8106,0.7672,3,Q
4607,0.8689,0.8596,3,Q
2961,0.8402,0.8058,3,Q
3711,0.8593,0.8426,3,Q
1991,0.8452,0.8343,3,Q
1883,0.8491,0.8317,3,Q
3950,0.8445,0.8127,3,Q
3587,0.8475,0.8107,3,Q
3374,0.8479,0.8222,3,R
4218,0.852,0.8333,3,R
3584,0.8635,0.8463,3,Q
2855,0.8588,0.8462,3,Q
3339,0.8397,0.8209,3,Q
4062,0.8399,0.8282,3,Q
1462,0.8248,0.8078,3,Q
3634,0.8665,0.8522,3,R
4284,0.8422,0.8238,3,R
3121,0.8776,0.8741,3,R
4747,0.8451,0.8207,3,Q
4584,0.8839,0.8748,3,R
4781,0.8615,0.8507,3,Q
1714,0.8161,0.8005,3,Q
1882,0.8586,0.8385,3,Q
3453,0.8456,0.8355,3,R
3505,0.8339,0.8066,3,Q
2916,0.871,0.8573,3,Q
3347,0.8338,0.8148,3,Q
3405,0.8675,0.8511,3,Q
4929,0.8845,0.8779,3,Q
3855,0.8459,0.8262,3,R
4209,0.8762,0.8627,3,Q
3354,0.8419,0.8047,3,R
3902,0.8734,0.8711,3,Q
3732,0.8462,0.8363,3,Q
4962,0.8867,0.8831,3,R
2735,0.8413,0.8161,3,Q
4787,0.8648,0.8544,3,Q
2669,0.8542,0.834,3,Q
4014,0.8477,0.8229,3,Q
2243,0.8515,0.8359,3,Q
2873,0.8632,0.8479,3,R
1064,0.7817,0.7434,3,Q
3033,0.8493,0.8206,3,Q
1015,0.8205,0.7872,3,Q
4197,0.8777,0.8732,3,Q
4425,0.875,0.8714,3,R
3844,0.8381,0.8124,3,Q
2699,0.8243,0.7966,3,Q
4826,0.8632,0.8436,3,R
2801,0.8461,0.8222,3,R
3275,0.8528,0.8397,3,Q
2133,0.8574,0.8537,3,Q
4263,0.8639,0.8461,3,Q
1328,0.8041,0.7907,3,Q
1839,0.8226,0.789,3,Q
4187,0.8459,0.8326,3,Q
1020,0.8116,0.799,3,Q
3369,0.8504,0.8258,3,Q
3421,0.8363,0.8214,3,Q
3116,0.8796,0.8668,3,R
1427,0.7931,0.7568,3,Q
3531,0.8731,0.8677,3,R
3984,0.8584,0.8434,3,Q
1539,0.8322,0.8239,3,Q
4359,0.8924,0.8855,3,Q
4640,0.848,0.8274,3,Q
3558,0.8594,0.8474,3,Q
3829,0.8589,0.8519,3,Q
3679,0.8369,0.8187,3,R
2274,0.8302,0.792,3,Q
1673,0.8307,0.8111,3,Q
2641,0.8064,0.7872,3,Q
3319,0.855,0.8472,3,Q
2098,0.8174,0.8031,3,Q
3017,0.8435,0.8263,3,Q
1025,0.7646,0.7376,3,Q
4944,0.8545,0.841,3,R
1747,0.7875,0.7544,3,Q
3139,0.8566,0.8493,3,Q
1764,0.8627,0.852,3,Q
1183,0.8037,0.7684,3,Q
3288,0.8561,0.84,3,Q
3646,0.8335,0.8069,3,R
4721,0.8483,0.8346,3,Q
1503,0.775,0.7618,4,Q
3305,0.8662,0.8596,3,Q
2003,0.7707,0.7229,4,Q
3495,0.8314,0.8137,3,Q
2954,0.7999,0.74,4,Q
2947,0.7862,0.7496,4,Q
1251,0.7352,0.6739,4,Q
2459,0.8535,0.8491,3,M
1105,0.7708,0.7204,4,Q
2805,0.8099,0.8,4,Q
3773,0.8208,0.7996,4,Q
3043,0.8103,0.7733,4,Q
4694,0.7748,0.7559,4,Q
2323,0.7476,0.7103,4,Q
3487,0.7806,0.7419,4,Q
3022,0.8007,0.7654,4,Q
3099,0.8228,0.8135,4,Q
4646,0.8564,0.8207,3,Q
2968,0.7738,0.7214,4,Q
2116,0.8024,0.7944,4,Q
2921,0.7815,0.7586,4,Q
1373,0.7464,0.732,4,Q
2583,0.7932,0.7615,4,Q
3532,0.7839,0.7353,4,Q
3939,0.7913,0.7616,4,Q
4522,0.7726,0.7494,4,Q
4054,0.8325,0.8115,4,Q
1830,0.7906,0.7809,4,Q
3433,0.7905,0.7442,4,Q
2002,0.8206,0.8012,4,Q
4255,0.8256,0.8167,4,Q
2792,0.7707,0.7185,4,Q
2143,0.8147,0.7928,4,Q
3529,0.7721,0.7379,4,Q
1279,0.7668,0.7123,4,Q
2659,0.8111,0.7977,4,Q
2271,0.8013,0.7723,4,Q
3243,0.7822,0.7237,4,Q
1376,0.816,0.7994,4,Q
4531,0.794,0.7382,4,M
1757,0.7904,0.7746,4,Q
2900,0.7965,0.7459,4,Q
3689,0.7861,0.7436,4,Q
2883,0.7963,0.7759,4,Q
1804,0.7998,0.7589,4,Q
1326,0.7909,0.7821,4,Q
4625,0.8244,0.7792,4,Q
1331,0.7436,0.701,4,Q
3584,0.8004,0.7704,4,Q
4623,0.7964,0.7625,4,Q
3852,0.766,0.7388,4,Q
3634,0.8387,0.8242,4,R
4757,0.8362,0.8243,4,Q
3635,0.7779,0.7213,4,Q
4469,0.8196,0.7926,4,Q
3091,0.8301,0.823,4,R
1396,0.8143,0.8001,4,Q
4858,0.7916,0.7408,4,Q
2934,0.8149,0.7825,4,Q
2029,0.787,0.7511,4,Q
4322,0.7718,0.7453,4,Q
4308,0.7834,0.7586,4,Q
4727,0.8123,0.7891,4,Q
1252,0.7322,0.6885,4,Q
3890,0.8349,0.8221,4,Q
4532,0.8384,0.8292,4,Q
2983,0.7361,0.7077,4,Q
4963,0.8464,0.8414,4,Q
4400,0.7804,0.7695,4,Q
4669,0.7864,0.7644,4,Q
4637,0.8436,0.8342,4,Q
3234,0.7779,0.722,4,Q
1172,0.7319,0.6937,4,Q
4657,0.8084,0.7548,4,Q
4966,0.8379,0.8268,4,Q
4422,0.7928,0.7743,4,Q
2010,0.7173,0.6866,4,Q
3616,0.7781,0.721,4,Q
4026,0.8452,0.8358,4,Q
3651,0.8362,0.8305,4,Q
4562,0.8535,0.8404,4,Q
3883,0.8029,0.7862,4,Q
3410,0.804,0.7619,4,Q
3568,0.7892,0.7503,4,Q
1363,0.812,0.7938,4,R
4707,0.7898,0.7727,4,R
1283,0.7808,0.7568,4,R
3447,0.7905,0.7482,4,Q
1199,0.7696,0.7515,4,Q
3399,0.8484,0.8335,4,Q
3053,0.8375,0.8107,4,Q
3747,0.8356,0.807,4,Q
2189,0.7838,0.767,4,Q
1035,0.7669,0.7459,4,Q
3106,0.7845,0.7592,4,Q
1528,0.7832,0.7402,4,Q
3543,0.7914,0.7621,4,Q
3681,0.7476,0.718,4,Q
4698,0.7877,0.768,4,Q
3308,0.7995,0.7739,4,Q
3847,0.8159,0.8082,4,Q
2904,0.7861,0.7617,5,Q
1735,0.7434,0.7078,5,Q
3418,0.7726,0.7221,4,Q
2374,0.8074,0.7953,4,Q
3083,0.7495,0.7142,5,Q
4980,0.7624,0.7378,4,Q
2905,0.7541,0.7318,5,Q
3299,0.8181,0.7999,5,Q
4612,0.7569,0.7415,5,Q
2880,0.7374,0.7122,5,Q
3319,0.767,0.7059,5,Q
3968,0.8198,0.8065,5,Q
1941,0.7918,0.7821,5,Q
1359,0.7489,0.7211,5,Q
4970,0.7589,0.7437,5,Q
2483,0.8127,0.8095,5,R
4109,0.7697,0.743,5,Q
2739,0.7644,0.6878,5,M
1220,0.7006,0.6697,5,Q
3401,0.8156,0.8077,5,Q
3620,0.7452,0.6873,5,Q
1613,0.7432,0.7235,5,Q
2518,0.704,0.6739,5,Q
2016,0.7623,0.7436,5,Q
3265,0.7405,0.7103,5,Q
2758,0.7421,0.6722,5,Q
2728,0.7928,0.7713,5,Q
4413,0.7901,0.768,5,Q
2087,0.8169,0.7973,5,Q
2899,0.7274,0.6613,5,Q
2075,0.7242,0.6718,5,Q
4426,0.7492,0.721,5,Q
2507,0.7462,0.7288,5,Q
1635,0.7674,0.7162,5,Q
4710,0.8276,0.8123,5,Q
2498,0.7905,0.7766,5,Q
2173,0.8227,0.8067,5,Q
3623,0.7609,0.7221,5,Q
3758,0.7482,0.7307,5,Q
4888,0.768,0.7085,5,Q
1033,0.7558,0.727,5,Q
3845,0.8182,0.806,5,Q
3303,0.7668,0.7154,5,Q
1110,0.7728,0.7505,5,Q
4646,0.7985,0.7813,5,Q
4476,0.7683,0.7386,5,Q
2169,0.7758,0.7584,5,Q
1814,0.7667,0.6996,5,Q
2389,0.7986,0.7882,5,Q
1265,0.7057,0.683,5,Q
1664,0.7595,0.747,5,Q
2868,0.7674,0.7535,5,Q
3883,0.7828,0.7443,5,Q
4304,0.8087,0.796,5,Q
1443,0.8148,0.7956,5,Q
3868,0.7861,0.772,5,Q
3864,0.802,0.7847,5,Q
3767,0.7727,0.746,5,R
2383,0.8216,0.8061,5,Q
1092,0.7727,0.7656,5,Q
3056,0.7365,0.6603,5,Q
2009,0.7649,0.7267,5,Q
1637,0.7598,0.7361,5,Q
3864,0.7554,0.7332,5,Q
2356,0.758,0.6957,5,Q
4705,0.7372,0.6784,5,Q
1628,0.7996,0.777,5,Q
4705,0.783,0.753,5,Q
4363,0.7575,0.6906,5,Q
1593,0.7092,0.6673,5,Q
3317,0.8097,0.8007,5,Q
2210,0.7103,0.6584,5,Q
2630,0.7277,0.6962,5,Q
4036,0.7257,0.691,5,R
1551,0.7477,0.675,5,Q
2885,0.8176,0.7945,5,Q
4630,0.7669,0.7363,5,Q
4478,0.8294,0.8164,5,Q
3077,0.7337,0.6731,5,Q
2641,0.786,0.7743,5,Q
3108,0.7097,0.6683,5,Q
4808,0.7839,0.7381,5,Q
2742,0.8041,0.7867,5,Q
4648,0.7435,0.6753,5,Q
2238,0.8069,0.7887,5,Q
1124,0.7329,0.7091,5,Q
1393,0.7859,0.771,5,Q
1652,0.762,0.7082,5,Q
2581,0.7659,0.7528,5,Q
4040,0.797,0.7658,5,Q
1756,0.7128,0.6726,5,Q
4510,0.7977,0.7758,5,Q
1561,0.7731,0.7598,5,Q
1191,0.7445,0.7128,5,Q
1667,0.7269,0.6989,5,Q
1246,0.7365,0.6734,5,Q
4198,0.7937,0.7873,5,Q
4084,0.7512,0.7074,5,Q
3670,0.8305,0.815,5,M
1765,0.6757,0.6397,5,Q
1585,0.6869,0.624,6,Q
1969,0.719,0.6917,6,Q
4049,0.7231,0.6792,5,Q
2247,0.7106,0.6471,6,Q
3582,0.8062,0.7867,5,Q
1651,0.7794,0.765,6,Q
2989,0.738,0.6792,6,Q
1283,0.7184,0.6906,6,Q
2932,0.712,0.6913,6,Q
4550,0.7945,0.7545,5,Q
2232,0.7172,0.6694,6,Q
2378,0.7497,0.7304,6,Q
3923,0.7073,0.676,6,Q
1538,0.6994,0.6378,6,Q
2203,0.7557,0.7267,6,M
2111,0.7678,0.7271,6,Q
2687,0.7748,0.7707,6,Q
2241,0.779,0.7653,6,Q
3117,0.7834,0.7568,6,Q
4312,0.724,0.663,6,Q
3230,0.8033,0.7771,6,Q
2299,0.7524,0.6751,6,Q
1473,0.8003,0.7739,6,Q
1230,0.786,0.7789,6,Q
3707,0.742,0.686,6,Q
3983,0.7238,0.6887,6,Q
3974,0.7521,0.7169,6,Q
3233,0.7692,0.7479,6,Q
4555,0.7666,0.746,6,Q
4578,0.754,0.6992,6,Q
2217,0.6922,0.6193,6,Q
1824,0.7822,0.7511,6,Q
2403,0.7194,0.6525,6,R
3371,0.8027,0.7725,6,Q
1016,0.7133,0.6909,6,Q
2569,0.6924,0.6477,6,Q
1923,0.7294,0.6615,6,M
2317,0.715,0.6707,6,M
4714,0.6849,0.6404,6,Q
3356,0.7437,0.705,6,Q
1744,0.7355,0.6531,6,Q
1962,0.7007,0.6325,6,Q
3093,0.8005,0.7898,6,Q
1050,0.7283,0.7,6,Q
4049,0.7589,0.7333,6,Q
1447,0.6964,0.631,6,Q
1834,0.749,0.729,6,Q
4453,0.7556,0.7146,6,Q
2608,0.7526,0.7124,6,Q
4131,0.7392,0.656,6,Q
3976,0.7585,0.715,6,Q
4841,0.7192,0.6476,6,Q
3271,0.7627,0.683,6,Q
2448,0.7605,0.7083,6,Q
3974,0.7986,0.772,6,Q
1874,0.7325,0.7097,6,Q
3305,0.7079,0.6369,6,Q
3903,0.7529,0.7228,6,Q
1082,0.7475,0.7246,6,Q
4663,0.7971,0.7695,6,Q
3980,0.7014,0.6573,6,Q
4739,0.7096,0.6769,6,Q
2732,0.7151,0.6585,6,Q
4574,0.7415,0.6801,6,Q
1022,0.7884,0.7769,6,Q
4145,0.7239,0.6538,6,Q
3388,0.7313,0.7078,6,Q
4188,0.6876,0.6435,6,Q
3996,0.8175,0.8031,6,Q
3938,0.7163,0.6447,6,Q
3419,0.7885,0.7581,6,Q
4095,0.7171,0.6823,6,Q
3340,0.74,0.7078,6,Q
4504,0.7833,0.7722,6,Q
4949,0.7466,0.6799,6,Q
3903,0.8096,0.7937,6,Q
4511,0.7042,0.6681,6,Q
4757,0.7008,0.6622,6,Q
4967,0.764,0.7516,6,Q
3410,0.7917,0.7669,6,Q
3010,0.7079,0.6811,6,Q
1614,0.7316,0.6722,6,Q
4663,0.7003,0.6504,6,Q
4918,0.7802,0.7613,6,Q
1829,0.715,0.6238,6,Q
4799,0.7443,0.6656,6,Q
2005,0.7151,0.6953,6,Q
1755,0.732,0.702,6,Q
1699,0.7697,0.7422,6,Q
3358,0.7679,0.7126,6,Q
4531,0.7653,0.7416,6,Q
1839,0.6785,0.634,6,Q
3226,0.6738,0.637,6,Q
4555,0.8147,0.7987,6,Q
3574,0.7935,0.7862,6,Q
3447,0.6918,0.6377,6,Q
4916,0.7563,0.7272,6,R
1877,0.6775,0.6191,6,Q
4842,0.6873,0.6522,6,Q
2307,0.7303,0.6688,6,Q
2737,0.6864,0.6248,6,Q
4733,0.7701,0.7357,6,Q
2091,0.7789,0.7441,7,Q
4907,0.7265,0.6613,6,Q
1512,0.7028,0.6528,7,Q
2898,0.6876,0.658,7,Q
4625,0.7874,0.7563,7,Q
4972,0.7763,0.7355,7,Q
3245,0.7583,0.7353,7,Q
1089,0.6884,0.6116,7,Q
3944,0.7766,0.7568,7,Q
3172,0.6982,0.6579,7,Q
1147,0.7478,0.7419,7,Q
1983,0.7533,0.7262,7,Q
3085,0.7542,0.7203,7,Q
1429,0.6387,0.585,7,Q
4492,0.6851,0.652,7,Q
1546,0.7081,0.6371,7,Q
4238,0.7531,0.7159,7,Q
3316,0.7321,0.652,7,Q
2484,0.7845,0.7693,7,Q
3569,0.7657,0.7557,7,Q
2883,0.7339,0.7076,7,Q
4752,0.7977,0.7778,7,Q
2466,0.6734,0.6391,7,Q
2052,0.7528,0.7027,7,Q
1913,0.7066,0.6728,7,Q
1674,0.7938,0.7826,7,Q
4858,0.7188,0.6785,7,R
4366,0.7162,0.6134,7,Q
3885,0.6666,0.6067,7,Q
3531,0.7363,0.6777,7,Q
4892,0.7226,0.6531,7,Q
2997,0.7557,0.7284,7,Q
1796,0.7148,0.6425,7,M
2974,0.7309,0.6725,7,Q
3878,0.8102,0.7904,7,Q
2081,0.7034,0.6026,7,Q
4842,0.7104,0.6724,7,Q
4019,0.733,0.6775,7,Q
1636,0.6979,0.6412,7,Q
1725,0.7297,0.6887,7,Q
1454,0.7832,0.7696,7,Q
2075,0.7763,0.7706,7,Q
1201,0.6817,0.6153,7,Q
1228,0.718,0.6832,7,Q
3847,0.7023,0.6142,7,Q
2456,0.723,0.706,7,Q
1366,0.6828,0.6237,7,Q
3253,0.7042,0.6523,7,Q
4255,0.7362,0.7055,7,Q
2658,0.7862,0.7765,7,Q
1090,0.7805,0.7596,7,Q
4476,0.7922,0.7692,7,Q
3121,0.7205,0.6171,7,Q
2875,0.7867,0.767,7,Q
4851,0.7715,0.7522,7,M
2621,0.7611,0.7448,7,Q
1841,0.7668,0.7529,7,Q
3864,0.7885,0.7591,7,Q
2785,0.7396,0.7224,7,Q
3170,0.6772,0.6448,7,Q
2048,0.7342,0.6982,7,Q
2805,0.7479,0.7109,7,Q
2870,0.7947,0.7704,7,Q
1323,0.7269,0.6833,7,Q
2309,0.7621,0.7315,7,Q
2968,0.7004,0.6587,7,Q
3373,0.7396,0.7157,7,Q
3997,0.8016,0.7758,7,Q
1196,0.7105,0.6781,7,Q
1879,0.762,0.7499,7,Q
2989,0.7915,0.7661,7,Q
1390,0.7804,0.7482,7,Q
3778,0.7551,0.7136,7,Q
1188,0.7599,0.7483,7,Q
2481,0.7976,0.786,7,Q
4099,0.7872,0.7612,7,Q
4288,0.7238,0.7064,7,Q
4361,0.7851,0.7712,7,Q
3301,0.6927,0.6056,7,Q
1489,0.7164,0.6353,7,Q
3559,0.7125,0.6412,7,Q
3046,0.7136,0.6888,7,Q
3106,0.7678,0.7402,7,Q
4729,0.7489,0.7152,7,Q
2639,0.7437,0.7203,7,Q
3642,0.78,0.7405,7,Q
3635,0.7898,0.7637,7,Q
3658,0.8078,0.7922,7,Q
1197,0.7793,0.7469,7,Q
4225,0.7365,0.7164,7,Q
4864,0.7826,0.7652,7,H
3467,0.7458,0.7283,7,Q
3621,0.7428,0.6796,7,Q
1580,0.6916,0.6386,7,Q
1568,0.799,0.7857,7,Q
4253,0.7813,0.7595,7,Q
3497,0.726,0.6397,7,Q
4199,0.7508,0.7357,7,Q
1167,0.6218,0.5775,7,Q
1184,0.7092,0.6596,8,Q
3031,0.7802,0.771,7,Q
4352,0.7479,0.7077,7,Q
3543,0.7208,0.659,8,Q
4053,0.7115,0.621,8,Q
2990,0.7163,0.6876,8,Q
4459,0.8004,0.7807,8,Q
1728,0.7585,0.7483,8,M
3950,0.7296,0.7068,8,Q
1331,0.7038,0.6604,8,Q
3176,0.7707,0.7604,8,Q
2383,0.7011,0.6051,8,Q
4086,0.7838,0.769,8,H
3835,0.6925,0.619,8,Q
2972,0.7156,0.6696,8,Q
3079,0.7268,0.6993,8,Q
2311,0.719,0.6465,8,Q
2488,0.7748,0.7452,8,Q
2166,0.7834,0.759,8,Q
4472,0.7231,0.6934,8,Q
3561,0.7708,0.7315,8,Q
2793,0.7342,0.7089,8,Q
3925,0.7439,0.7068,8,Q
1962,0.6747,0.6335,8,Q
4037,0.805,0.7902,8,Q
3186,0.7633,0.7348,8,Q
2304,0.7768,0.7639,8,M
1539,0.7237,0.6933,8,Q
1528,0.6339,0.5877,8,Q
2920,0.6687,0.6202,8,Q
1297,0.7785,0.761,8,Q
4370,0.7361,0.713,8,Q
1917,0.7187,0.6761,8,Q
4937,0.6797,0.6354,8,Q
1070,0.7381,0.7065,8,Q
3289,0.7156,0.6957,8,Q
3418,0.7164,0.6878,8,Q
4456,0.743,0.7258,8,Q
2480,0.7443,0.7113,8,Q
4712,0.678,0.621,8,Q
2333,0.7654,0.7317,8,Q
3031,0.7587,0.7403,8,Q
3788,0.6953,0.6019,8,Q
4844,0.6614,0.6241,8,Q
4818,0.6815,0.6067,8,Q
2791,0.6398,0.5923,8,Q
4457,0.6656,0.6253,8,Q
3368,0.6629,0.5858,8,Q
3230,0.7807,0.7656,8,Q
3596,0.7555,0.7041,8,Q
4284,0.7761,0.7484,8,Q
3738,0.6885,0.6265,8,Q
2463,0.7868,0.758,8,Q
2031,0.764,0.7189,8,Q
2410,0.7007,0.6506,8,Q
1247,0.7392,0.6977,8,Q
4296,0.779,0.7612,8,Q
2789,0.745,0.7232,8,Q
1433,0.7814,0.7683,8,Q
1372,0.7272,0.6538,8,Q
4185,0.7134,0.6674,8,Q
1668,0.7816,0.7656,8,Q
3132,0.695,0.6395,8,Q
4710,0.7641,0.7217,8,M
4490,0.7746,0.753,8,Q
4642,0.7914,0.7751,8,Q
3171,0.7994,0.7739,8,Q
2401,0.7038,0.6352,8,Q
2478,0.694,0.6727,8,Q
2629,0.774,0.7684,8,Q
4968,0.7558,0.7438,8,Q
2973,0.676,0.629,8,Q
1174,0.6854,0.598,8,Q
3087,0.6805,0.6226,8,Q
1825,0.767,0.7512,8,Q
2878,0.6924,0.6675,8,Q
4032,0.675,0.6017,8,Q
1904,0.6569,0.6134,8,Q
4571,0.7068,0.6532,8,Q
4137,0.7302,0.6563,8,Q
3950,0.7425,0.6954,8,Q
2929,0.7852,0.7777,8,M
3300,0.7675,0.7409,8,Q
4536,0.7925,0.7822,8,Q
3579,0.6836,0.6499,8,Q
1156,0.71,0.6791,8,Q
2379,0.7637,0.7213,8,Q
2843,0.7871,0.777,8,Q
3686,0.7802,0.7686,8,Q
4060,0.7157,0.6884,8,Q
1630,0.7176,0.6748,8,Q
4172,0.6996,0.5956,8,Q
3717,0.7653,0.753,8,Q
2135,0.6884,0.6431,8,Q
4251,0.7094,0.6834,8,Q
2722,0.7854,0.7704,8,Q
1252,0.7466,0.7356,8,Q
4571,0.7317,0.7031,8,Q
2393,0.689,0.6565,9,Q
2175,0.7626,0.7425,9,Q
3718,0.7606,0.7442,8,Q
2308,0.759,0.7322,9,Q
3169,0.6477,0.5753,9,Q
4583,0.7794,0.7397,8,Q
2643,0.6855,0.5933,9,Q
4868,0.7261,0.6997,8,Q
4863,0.6966,0.6469,8,Q
2215,0.7755,0.7503,9,Q
2321,0.7815,0.7708,9,Q
1783,0.7144,0.6826,9,Q
3357,0.7667,0.7236,9,Q
2941,0.7738,0.7501,9,Q
4927,0.7312,0.668,9,Q
1817,0.7219,0.7001,9,Q
3224,0.6919,0.5965,9,Q
3838,0.7365,0.7038,9,Q
1879,0.7444,0.6919,9,Q
4470,0.751,0.7013,9,Q
2762,0.7642,0.7509,9,Q
4473,0.6952,0.6729,9,Q
2364,0.7169,0.6874,9,Q
1578,0.6975,0.6084,9,Q
2225,0.7392,0.7029,9,Q
2046,0.6919,0.5718,9,M
4835,0.7898,0.782,9,Q
3382,0.7545,0.7321,9,Q
4365,0.8,0.7833,9,Q
4377,0.7185,0.6987,9,Q
4058,0.7035,0.5914,9,Q
2482,0.7541,0.7248,9,Q
2087,0.7287,0.6852,9,Q
1766,0.7059,0.6178,9,Q
4558,0.6893,0.654,9,Q
1440,0.7116,0.6806,9,Q
4390,0.6751,0.633,9,Q
1175,0.7368,0.6757,9,Q
3939,0.6666,0.5793,9,Q
3677,0.7274,0.6647,9,Q
1198,0.6934,0.6619,9,Q
1853,0.6577,0.6071,9,Q
3598,0.7798,0.7704,9,Q
1768,0.7238,0.7064,9,Q
3725,0.7003,0.5879,9,Q
1210,0.6766,0.5868,9,Q
1244,0.7635,0.7291,9,M
1542,0.7028,0.6764,9,Q
4885,0.7955,0.7801,9,Q
2811,0.7488,0.7311,9,Q
2593,0.75,0.7146,9,Q
3420,0.7052,0.6553,9,Q
1018,0.7414,0.6906,9,Q
3294,0.6839,0.6305,9,Q
2865,0.6798,0.5829,9,Q
2307,0.6925,0.5826,9,Q
3224,0.668,0.6095,9,Q
4973,0.7416,0.6937,9,Q
3257,0.7958,0.767,9,Q
3399,0.7078,0.6034,9,Q
3257,0.7525,0.72,9,Q
3637,0.6878,0.6434,9,Q
4575,0.6524,0.6101,9,Q
1368,0.7783,0.7522,9,Q
2829,0.6252,0.5723,9,Q
1349,0.6454,0.576,9,Q
4857,0.8011,0.7774,9,Q
3431,0.7397,0.7097,9,Q
1614,0.7452,0.6791,9,Q
2598,0.6973,0.6578,9,Q
2495,0.7201,0.703,9,Q
2116,0.7688,0.7462,9,Q
1050,0.6969,0.5914,9,Q
1017,0.6486,0.5674,9,Q
1750,0.7318,0.696,9,Q
3557,0.707,0.6879,9,Q
3186,0.7344,0.7128,9,Q
4849,0.7351,0.6591,9,Q
4386,0.6424,0.5917,9,Q
2890,0.7037,0.5969,9,Q
4845,0.7514,0.7335,9,Q
1227,0.7602,0.7213,9,Q
4426,0.7446,0.6986,9,Q
4196,0.7671,0.7507,9,Q
1454,0.6359,0.5578,9,Q
3868,0.7233,0.6973,9,Q
4278,0.7384,0.6755,9,Q
2001,0.672,0.6352,9,Q
1532,0.6858,0.5979,9,Q
3649,0.7895,0.7613,9,Q
4264,0.742,0.686,9,Q
1740,0.6757,0.6293,9,Q
2270,0.7532,0.7361,9,M
2099,0.7517,0.7318,9,Q
1410,0.6969,0.6248,9,Q
3182,0.6976,0.6405,9,Q
2537,0.6254,0.5759,9,Q
4805,0.6867,0.6052,9,Q
4817,0.7247,0.6766,9,Q
4037,0.6606,0.6079,9,Q
2538,0.6342,0.5788,9,Q
4872,0.7863,0.7794,9,Q
2749,0.6539,0.5788,10,Q
1480,0.7708,0.7534,10,Q
4751,0.7701,0.7615,9,Q
2645,0.6986,0.6363,10,Q
1292,0.7397,0.7268,10,Q
4780,0.7753,0.7492,9,Q
4695,0.6562,0.5868,10,Q
4538,0.7496,0.6919,10,Q
1379,0.762,0.7136,10,Q
3880,0.7347,0.7124,10,Q
3770,0.7312,0.708,10,Q
2640,0.6707,0.639,10,Q
2856,0.7874,0.7665,10,Q
1792,0.6499,0.6016,10,Q
1938,0.6701,0.598,10,Q
1980,0.7004,0.646,10,Q
3856,0.6781,0.5752,10,Q
3005,0.6764,0.616,10,Q
2631,0.6601,0.5929,10,Q
2758,0.6783,0.6356,10,Q
4497,0.6857,0.5815,10,Q
1783,0.6246,0.5738,10,Q
4959,0.6684,0.637,10,Q
1241,0.6935,0.5697,10,Q
