Array Length,Presorted Rate,Duplicate Rate,Max Digits,Fastest Sort
3490,0.7911,0.7642,10,Q
2370,0.7763,0.7654,10,H
1076,0.6549,0.5976,10,Q
2519,0.6894,0.5776,10,Q
3441,0.7172,0.6463,10,Q
3969,0.7739,0.7317,10,Q
3998,0.7533,0.7421,10,Q
2722,0.7655,0.7469,10,Q
4409,0.6622,0.6221,10,Q
2438,0.6451,0.5751,10,Q
3529,0.7038,0.6313,10,H
1585,0.6989,0.6732,10,Q
1830,0.6517,0.6126,10,Q
1024,0.6373,0.5771,10,Q
3277,0.6688,0.6256,10,Q
4656,0.7096,0.6712,10,Q
3376,0.6616,0.6105,10,Q
2010,0.6615,0.5945,10,Q
1110,0.6519,0.564,10,Q
3822,0.7726,0.7334,10,Q
3189,0.6951,0.5911,10,Q
2899,0.6981,0.6578,10,Q
1215,0.696,0.614,10,Q
4813,0.6922,0.6632,10,Q
1471,0.7333,0.7152,10,Q
3515,0.6673,0.6134,10,Q
2138,0.7478,0.7063,10,Q
2688,0.7536,0.7388,10,Q
2129,0.648,0.5829,10,Q
4125,0.7311,0.7171,10,Q
1017,0.6427,0.5929,10,Q
3806,0.7409,0.6721,10,Q
4715,0.7374,0.7188,10,Q
2350,0.7084,0.6404,10,Q
2365,0.6379,0.581,10,Q
1774,0.7845,0.7638,10,Q
1549,0.6609,0.6036,10,Q
4400,0.7597,0.7466,10,Q
4204,0.6693,0.613,10,Q
3600,0.7888,0.7769,10,Q
4247,0.7774,0.7674,10,Q
2205,0.775,0.7574,10,Q
1644,0.7237,0.6794,10,Q
4419,0.7277,0.6542,10,Q
2118,0.7728,0.7587,10,Q
4879,0.7183,0.6792,10,Q
4492,0.6346,0.5911,10,Q
4671,0.7266,0.678,10,Q
3263,0.7495,0.7349,10,Q
3070,0.6572,0.6134,10,Q
4992,0.7151,0.6659,10,Q
2671,0.764,0.748,10,Q
3537,0.6742,0.5799,10,Q
4417,0.6764,0.6446,10,M
1088,0.6835,0.6278,10,Q
4094,0.7273,0.6532,10,Q
2866,0.7113,0.6842,10,Q
3030,0.7425,0.7099,10,M
4386,0.7314,0.6947,10,Q
1598,0.6994,0.6408,10,Q
1340,0.7304,0.703,10,Q
3119,0.6706,0.5909,10,Q
4036,0.6622,0.6249,10,Q
4383,0.7818,0.7577,10,Q
1330,0.6471,0.5481,10,Q
1662,0.7646,0.7569,10,Q
2196,0.7203,0.6635,10,Q
3165,0.7917,0.7776,10,Q
4913,0.7003,0.6576,10,Q
3946,0.7166,0.688,10,Q
3186,0.675,0.5788,10,Q
3639,0.6462,0.604,10,Q
4979,0.6912,0.6547,10,Q
2359,0.7201,0.6418,10,Q
4198,0.7167,0.6703,10,Q
1412,0.988,0.9873,1,R
4064,0.7128,0.674,10,Q
4581,0.7489,0.7151,10,Q
3319,0.9955,0.9952,1,R
4658,0.9963,0.9961,1,R
4790,0.7398,0.7086,10,Q
1366,0.9875,0.9868,1,R
3953,0.9957,0.9954,1,R
1067,0.9841,0.9831,1,R
4458,0.9962,0.996,1,R
1626,0.9895,0.9889,1,R
2760,0.9938,0.9935,1,R
4853,0.9965,0.9963,1,R
1354,0.9874,0.9867,1,R
2956,0.9942,0.9939,1,R
3913,0.9957,0.9954,1,R
2992,0.9943,0.994,1,R
2773,0.9939,0.9935,1,R
2665,0.9951,0.9947,1,R
1645,0.9939,0.9933,1,R
3101,0.9945,0.9942,1,R
2446,0.993,0.9926,1,R
2654,0.9936,0.9932,1,R
1478,0.9885,0.9878,1,R
4697,0.9964,0.9962,1,R
1046,0.9837,0.9828,1,R
1599,0.9894,0.9887,1,R
3858,0.9956,0.9953,1,R
4020,0.9958,0.9955,1,R
1542,0.989,0.9883,1,R
2332,0.9927,0.9923,1,R
2017,0.9916,0.9911,1,R
2922,0.9942,0.9938,1,R
2567,0.9934,0.993,1,R
2197,0.9923,0.9918,1,R
2570,0.9934,0.993,1,R
1726,0.9901,0.9896,1,R
3607,0.9953,0.995,1,R
1573,0.9892,0.9886,1,R
2324,0.9927,0.9923,1,R
1534,0.9889,0.9883,1,R
1339,0.9993,0.9985,1,H
3312,0.9949,0.9946,1,R
4826,0.9965,0.9963,1,R
2056,0.9917,0.9912,1,R
3112,0.9945,0.9942,1,R
2629,0.9935,0.9932,1,R
1438,0.9882,0.9875,1,R
1715,0.9901,0.9895,1,R
1831,0.9907,0.9902,1,R
1237,0.9976,0.9968,1,R
1052,0.9838,0.9829,1,R
3882,0.9956,0.9954,1,R
1498,0.9893,0.9887,1,R
2933,0.9942,0.9939,1,R
2787,0.9939,0.9935,1,R
4566,0.9963,0.9961,1,R
2793,0.9939,0.9936,1,R
4579,0.9963,0.9961,1,R
4846,0.9965,0.9963,1,R
2000,0.9915,0.991,1,R
2516,0.9932,0.9928,1,R
1294,0.9915,0.9907,1,R
3297,0.9948,0.9945,1,R
3185,0.9947,0.9943,1,R
1239,0.9863,0.9855,1,R
1371,0.9876,0.9869,1,R
2653,0.9936,0.9932,1,R
3439,0.9951,0.9948,1,R
1729,0.9902,0.9896,1,R
1830,0.9907,0.9902,1,R
1155,0.9853,0.9844,1,R
4661,0.9964,0.9961,1,R
1400,0.9878,0.9871,1,R
2251,0.9924,0.992,1,R
2323,0.9927,0.9923,1,R
3662,0.9954,0.9951,1,R
3471,0.9951,0.9948,1,R
3182,0.9947,0.9943,1,R
1321,0.9871,0.9864,1,R
2727,0.9938,0.9934,1,R
4596,0.9963,0.9961,1,R
4524,0.9962,0.996,1,R
1380,0.9877,0.987,1,R
4243,0.996,0.9958,1,R
3923,0.9957,0.9954,1,R
4622,0.9963,0.9961,1,R
4045,0.9958,0.9956,1,R
1564,0.993,0.9923,1,R
1844,0.9908,0.9902,1,R
3639,0.9953,0.9951,1,R
4482,0.9962,0.996,1,R
3829,0.9956,0.9953,1,R
3390,0.995,0.9947,1,R
3689,0.9954,0.9951,1,R
2636,0.9939,0.9936,1,R
1729,0.9902,0.9896,1,R
2262,0.9925,0.992,1,R
2164,0.9921,0.9917,1,R
1810,0.9906,0.9901,1,R
1562,0.9616,0.9609,2,R
4594,0.9963,0.9961,1,R
4227,0.996,0.9957,1,R
3628,0.9515,0.9512,2,R
4727,0.9964,0.9962,1,R
1267,0.9795,0.9787,2,R
2918,0.9537,0.9531,2,R
4811,0.9653,0.9649,2,R
3857,0.9712,0.971,2,R
4973,0.9672,0.9668,2,R
3568,0.961,0.9608,2,R
2164,0.9658,0.9653,2,R
4742,0.9669,0.9667,2,R
2915,0.9568,0.9564,2,R
1905,0.9401,0.9396,2,R
4711,0.9635,0.9631,2,R
3349,0.9821,0.9818,2,R
3113,0.9537,0.9521,2,M
4789,0.962,0.9618,2,R
1449,0.9876,0.9869,2,R
4315,0.9842,0.984,2,M
1788,0.9429,0.9418,2,R
2187,0.9341,0.9337,2,R
3791,0.9507,0.9499,2,R
2110,0.964,0.9635,2,R
3213,0.9938,0.9935,2,R
3634,0.9766,0.9763,2,R
1118,0.9266,0.9249,2,Q
4045,0.9807,0.9805,2,R
1130,0.9911,0.9903,2,R
3203,0.9528,0.9516,2,R
2575,0.9382,0.9367,2,R
4035,0.9554,0.9551,2,R
3400,0.9891,0.9888,2,R
4488,0.9657,0.9655,2,R
4877,0.9795,0.9793,2,R
2691,0.9591,0.958,2,R
3244,0.959,0.9587,2,R
4838,0.9646,0.9642,2,R
3379,0.9867,0.9864,2,R
1156,0.91,0.9083,2,Q
4595,0.9861,0.9859,2,R
3452,0.9635,0.9632,2,R
3157,0.948,0.9468,2,R
2594,0.983,0.9827,2,R
2914,0.9454,0.9441,2,R
1056,0.9336,0.9328,2,R
4998,0.9704,0.9702,2,R
2335,0.9387,0.9379,2,R
3750,0.9989,0.9987,2,R
3845,0.9519,0.9516,2,R
2602,0.9692,0.9689,2,R
4411,0.9619,0.9615,2,R
2345,0.9846,0.9842,2,R
4293,0.9821,0.9818,2,R
3950,0.964,0.9638,2,R
2311,0.9948,0.9944,2,R
2577,0.9837,0.9833,2,R
3627,0.9749,0.9746,2,R
4104,0.9651,0.9649,2,R
3834,0.9583,0.958,2,R
3685,0.9541,0.9531,2,R
3787,0.9609,0.9607,2,R
3718,0.954,0.9529,2,R
3745,0.9509,0.9498,2,R
3816,0.9696,0.9693,2,R
3143,0.9539,0.9532,2,R
2052,0.9937,0.9932,2,R
1600,0.9631,0.9625,2,R
2475,0.9398,0.9394,2,R
2591,0.9409,0.9406,2,R
3763,0.967,0.9668,2,R
4689,0.9716,0.9714,2,R
2862,0.9717,0.9713,2,R
1153,0.9757,0.9748,2,R
2577,0.9612,0.9608,2,M
4029,0.9563,0.9553,2,R
3623,0.992,0.9917,2,R
4483,0.9612,0.9601,2,R
1170,0.9743,0.9735,2,R
4979,0.9661,0.9659,2,R
1814,0.957,0.9564,2,Q
1222,0.9361,0.9354,2,R
3446,0.9765,0.9762,2,R
2531,0.9447,0.9439,2,R
2317,0.9378,0.9357,2,R
3794,0.966,0.9657,2,R
1531,0.9275,0.9262,2,R
1130,0.9283,0.9274,2,Q
1492,0.9437,0.943,2,R
1014,0.9279,0.927,2,Q
2529,0.9359,0.9348,2,R
4495,0.9624,0.962,2,R
2020,0.9515,0.951,2,M
1438,0.9743,0.9736,2,R
2875,0.9419,0.9409,2,R
4346,0.9623,0.962,2,R
4151,0.9631,0.9629,2,R
2047,0.933,0.9311,2,M
3236,0.9558,0.9546,2,R
3465,0.961,0.9608,2,R
3562,0.9607,0.9604,2,R
2510,0.9299,0.9295,3,Q
3961,0.9043,0.8978,3,R
3055,0.9492,0.9489,3,Q
4646,0.9638,0.9636,2,R
3689,0.9271,0.9263,3,Q
3762,0.9508,0.9506,3,Q
2704,0.9593,0.9589,3,R
3635,0.9651,0.9648,3,Q
1791,0.8966,0.8939,3,Q
2863,0.9207,0.9197,3,Q
1895,0.8833,0.8813,3,Q
4004,0.9638,0.9635,3,Q
4593,0.9151,0.914,3,R
1992,0.8805,0.8775,3,Q
1561,0.9077,0.9065,3,Q
3886,0.9498,0.9496,3,R
2570,0.9257,0.9253,3,Q
4318,0.9018,0.9006,3,Q
1347,0.9703,0.9696,3,Q
4463,0.9209,0.9178,3,Q
1565,0.8632,0.8562,3,Q
4996,0.9431,0.943,3,R
2824,0.9426,0.9423,3,Q
3497,0.9439,0.9437,3,Q
4289,0.8969,0.8948,3,Q
3004,0.9957,0.9953,3,M
2577,0.8789,0.8685,3,Q
1167,0.9408,0.94,3,Q
1444,0.8926,0.8913,3,Q
4382,0.9228,0.9224,3,Q
2865,0.9434,0.9431,3,Q
2717,0.8987,0.8977,3,Q
4534,0.9921,0.9918,3,R
3607,0.9739,0.9737,3,R
4946,0.9537,0.9535,3,R
1578,0.8884,0.8878,3,Q
4917,0.9459,0.9457,3,Q
2919,0.9332,0.9329,3,Q
2350,0.9115,0.9111,3,Q
4894,0.915,0.9136,3,Q
3393,0.9437,0.9434,3,Q
3578,0.936,0.9357,3,R
2687,0.9847,0.9844,3,R
2023,0.9016,0.8987,3,Q
3394,0.9658,0.9655,3,Q
1728,0.8662,0.8634,3,Q
4683,0.9062,0.9041,3,Q
1387,0.9877,0.987,3,Q
2090,0.9014,0.8976,3,Q
3299,0.9663,0.9661,3,Q
4539,0.9264,0.9251,3,Q
1174,0.9881,0.9872,3,R
3881,0.9724,0.9722,3,R
3993,0.9757,0.9755,3,Q
4916,0.9058,0.9028,3,Q
2288,0.9934,0.993,3,R
3109,0.9221,0.9215,3,Q
4108,0.8924,0.8849,3,R
2943,0.9385,0.9382,3,R
1679,0.86,0.8577,3,Q
2764,0.873,0.8712,3,Q
3835,0.898,0.8954,3,R
2002,0.955,0.9545,3,Q
1429,0.9069,0.9048,3,Q
1925,0.9267,0.9262,3,Q
1501,0.9233,0.9221,3,Q
3078,0.9347,0.9344,3,Q
1052,0.9876,0.9867,3,R
4707,0.9494,0.9492,3,M
3084,0.9312,0.9309,3,Q
1209,0.8601,0.8561,3,Q
4904,0.9731,0.9729,3,Q
3471,0.8882,0.8856,3,Q
3110,0.8932,0.89,3,Q
4511,0.8987,0.8934,3,Q
3754,0.9211,0.9206,3,Q
1918,0.9056,0.903,3,Q
4526,0.9529,0.9527,3,Q
3653,0.9915,0.9912,3,R
2729,0.9773,0.9769,3,Q
3032,0.9172,0.9162,3,Q
4945,0.9013,0.8965,3,Q
2874,0.9722,0.9718,3,Q
4739,0.9164,0.9137,3,Q
3805,0.9319,0.9311,3,Q
3924,0.9725,0.9722,3,Q
3129,0.8919,0.8901,3,Q
3668,0.9348,0.9343,3,Q
1578,0.948,0.9474,3,Q
1039,0.8892,0.8864,3,Q
4474,0.9656,0.9654,3,Q
2360,0.9135,0.9127,3,Q
2004,0.9076,0.9072,3,Q
4360,0.9248,0.9243,3,Q
3989,0.9115,0.9082,3,Q
4340,0.9544,0.9541,3,Q
3388,0.9348,0.9345,3,Q
4375,0.8896,0.8859,3,Q
2823,0.9313,0.9309,4,Q
2391,0.9121,0.9113,4,Q
4199,0.9726,0.9724,3,Q
4878,0.9924,0.9922,3,R
3653,0.879,0.8754,4,Q
4354,0.9901,0.9899,3,R
1151,0.873,0.8723,4,Q
3263,0.8872,0.8817,4,Q
4445,0.9419,0.9417,4,Q
1774,0.9357,0.9352,4,M
1078,0.8607,0.8553,4,Q
3483,0.8759,0.8748,4,R
2782,0.9115,0.9105,4,Q
2240,0.9067,0.9049,4,Q
2723,0.9262,0.9258,4,Q
4694,0.9587,0.9585,4,Q
1444,0.8482,0.8463,4,Q
4508,0.8596,0.8558,4,Q
1284,0.8465,0.8411,4,Q
4257,0.8663,0.8605,4,Q
2951,0.9027,0.9017,4,Q
2717,0.9194,0.9179,4,Q
4361,0.8553,0.8427,4,Q
1600,0.8818,0.88,4,Q
4762,0.8967,0.8921,4,Q
2858,0.993,0.9927,4,R
4901,0.9473,0.9472,4,Q
1269,0.8423,0.8337,4,Q
3151,0.8806,0.8778,4,Q
2855,0.9362,0.9356,4,Q
4934,0.9315,0.9313,4,Q
3387,0.9991,0.9988,4,R
2088,0.9118,0.9114,4,Q
1260,0.8793,0.8754,4,Q
2237,0.9866,0.9861,4,Q
3308,0.9428,0.9426,4,Q
3166,0.9216,0.921,4,Q
4240,0.8648,0.862,4,Q
1828,0.8664,0.866,4,Q
3449,0.9516,0.9513,4,Q
2257,0.9029,0.9025,4,Q
1015,0.8304,0.8266,4,Q
3621,0.9094,0.9075,4,Q
2186,0.8494,0.8463,4,Q
4595,0.8644,0.8627,4,Q
3200,0.8581,0.8453,4,Q
2777,0.9366,0.9363,4,Q
3695,0.8571,0.8487,4,Q
3825,0.9728,0.9725,4,Q
2663,0.9226,0.9223,4,Q
1933,0.896,0.8934,4,Q
3943,0.986,0.9858,4,R
1980,0.908,0.9071,4,M
4518,0.9438,0.9436,4,Q
2672,0.8911,0.8896,4,Q
1147,0.9415,0.9407,4,Q
2496,0.9575,0.9571,4,Q
1799,0.8348,0.8266,4,Q
2203,0.8697,0.8675,4,Q
3854,0.945,0.9447,4,Q
4784,0.8681,0.8652,4,Q
4188,0.9897,0.9895,4,M
2434,0.8413,0.8385,4,Q
4936,0.9307,0.9305,4,Q
2342,0.8355,0.8313,4,Q
4938,0.9471,0.9469,4,Q
1458,0.836,0.8306,4,Q
4543,0.9883,0.9881,4,R
2141,0.9636,0.9631,4,Q
1922,0.8818,0.8777,4,Q
4453,0.9832,0.9829,4,R
2421,0.8814,0.881,4,M
1891,0.9291,0.9286,4,M
4741,0.9498,0.9496,4,Q
1973,0.8813,0.8789,4,Q
1872,0.876,0.875,4,Q
1395,0.967,0.9663,4,Q
1232,0.9569,0.9562,4,Q
2416,0.9491,0.9487,4,H
1398,0.9592,0.9585,4,Q
1814,0.8318,0.8264,4,Q
1512,0.9351,0.9345,4,Q
4944,0.9856,0.9854,4,R
2428,0.9164,0.9156,4,Q
1184,0.9882,0.9873,4,Q
2100,0.9214,0.921,4,R
1224,0.9052,0.9044,4,Q
4549,0.9778,0.9776,4,Q
4108,0.9776,0.9774,4,Q
1350,0.9259,0.9252,4,Q
1396,0.8824,0.8818,4,Q
1037,0.9797,0.9788,4,Q
2320,0.8771,0.8759,4,Q
1729,0.989,0.9884,4,M
4639,0.8586,0.8504,4,R
3422,0.8962,0.8954,4,Q
2738,0.8553,0.8462,4,Q
1552,0.8472,0.8454,4,Q
2733,0.9133,0.9129,4,Q
3052,0.8443,0.8401,4,Q
3849,0.8714,0.8641,4,Q
4714,0.937,0.9368,4,R
2500,0.8659,0.8656,5,Q
2740,0.9241,0.9237,5,Q
3988,0.9486,0.9483,5,Q
4003,0.9925,0.9923,4,R
3636,0.9747,0.9744,5,Q
4366,0.9562,0.956,5,Q
2881,0.9441,0.9438,5,Q
2958,0.8583,0.8485,5,Q
3612,0.8383,0.8242,5,Q
3579,0.8628,0.8595,5,Q
1113,0.8984,0.8976,5,Q
2690,0.8843,0.8833,5,Q
1632,0.8964,0.8952,5,Q
4366,0.9847,0.9844,5,Q
1155,0.8284,0.8216,5,Q
4411,0.89,0.8894,5,Q
4403,0.9091,0.9087,5,Q
2254,0.8855,0.8833,5,Q
2451,0.8857,0.8854,5,M
4526,0.9772,0.977,5,Q
2193,0.8558,0.8504,5,Q
4082,0.8424,0.8334,5,Q
2913,0.9633,0.9629,5,Q
4582,0.9107,0.9103,5,Q
1799,0.9461,0.9455,5,Q
4609,0.9805,0.9803,5,Q
2282,0.9448,0.9443,5,Q
3637,0.9862,0.986,5,M
1683,0.9911,0.9905,5,M
3703,0.9111,0.9101,5,Q
3959,0.9469,0.9467,5,Q
1334,0.892,0.8906,5,Q
2194,0.8431,0.8323,5,Q
1928,0.8469,0.8423,5,Q
1633,0.9099,0.9094,5,Q
2348,0.8539,0.839,5,M
1735,0.8587,0.8576,5,Q
3735,0.8923,0.89,5,Q
2082,0.8784,0.8761,5,Q
1527,0.8676,0.8671,5,Q
1269,0.8021,0.788,5,Q
1757,0.9442,0.9437,5,Q
3955,0.9183,0.9181,5,Q
4020,0.9211,0.9206,5,Q
4659,0.8905,0.8897,5,Q
3693,0.8862,0.8852,5,Q
4031,0.8968,0.8966,5,Q
2361,0.9924,0.992,5,M
3906,0.8346,0.8292,5,Q
3820,0.9688,0.9686,5,Q
1179,0.8574,0.849,5,Q
3326,0.9874,0.9871,5,M
3169,0.8359,0.8274,5,R
4372,0.8355,0.8275,5,Q
3426,0.9369,0.9367,5,Q
4746,0.9945,0.9943,5,M
1658,0.8678,0.8619,5,M
1060,0.8234,0.8075,5,H
3222,0.901,0.9004,5,Q
2002,0.953,0.9525,5,Q
4462,0.8866,0.885,5,Q
3492,0.9121,0.9118,5,Q
4084,0.8913,0.8898,5,Q
4248,0.8804,0.8799,5,Q
2476,0.8646,0.8623,5,Q
4185,0.9603,0.9601,5,Q
1619,0.8702,0.8684,5,Q
1959,0.8728,0.8724,5,Q
1534,0.9465,0.9459,5,Q
1345,0.8289,0.826,5,Q
3885,0.8275,0.8208,5,Q
4317,0.8705,0.8684,5,Q
1598,0.9355,0.9349,5,Q
1401,0.9271,0.9265,5,Q
1515,0.8659,0.864,5,Q
3436,0.8748,0.8737,5,Q
1834,0.9962,0.9956,4,M
4639,0.9373,0.9371,5,Q
4980,0.8781,0.8769,5,Q
3712,0.8623,0.8605,5,Q
4604,0.892,0.8914,5,Q
3924,0.8284,0.8208,5,Q
3550,0.9025,0.9014,5,Q
1576,0.8483,0.842,5,Q
4855,0.9687,0.9685,5,Q
3291,0.9644,0.9641,5,Q
3695,0.8674,0.866,5,Q
4741,0.8589,0.8549,5,Q
4287,0.9711,0.9708,5,Q
1398,0.8733,0.8705,5,Q
3779,0.9219,0.9217,5,Q
1853,0.9552,0.9547,5,Q
1035,0.9352,0.9343,5,Q
4485,0.932,0.9318,5,Q
3396,0.8459,0.8419,5,Q
2361,0.8733,0.8695,5,Q
1985,0.8604,0.8569,5,Q
1521,0.9434,0.9428,5,Q
3480,0.8698,0.8687,5,M
1067,0.954,0.9531,6,Q
4962,0.9131,0.9125,5,Q
3501,0.9563,0.956,5,Q
2640,0.9814,0.9811,6,Q
1627,0.8918,0.8912,6,Q
2398,0.8127,0.8015,6,Q
3885,0.8885,0.8875,6,Q
3083,0.8592,0.8573,6,Q
2778,0.9071,0.9068,6,Q
4404,0.9553,0.955,6,Q
3917,0.8258,0.818,6,Q
4413,0.9694,0.9692,6,Q
2736,0.8823,0.8812,6,Q
4429,0.9666,0.9664,6,M
3307,0.9943,0.994,6,M
4516,0.866,0.8649,6,Q
4863,0.8673,0.8645,6,Q
3418,0.9529,0.9526,6,Q
2194,0.9986,0.9982,3,M
1584,0.8332,0.8277,6,Q
4217,0.9319,0.9317,6,Q
2107,0.8319,0.8296,6,Q
3463,0.8128,0.8045,6,Q
1477,0.836,0.8334,6,Q
1102,0.8955,0.8947,6,Q
2088,0.8931,0.8903,6,M
2306,0.9679,0.9675,6,Q
1093,0.8718,0.8655,6,Q
4779,0.8376,0.8362,6,Q
3782,0.9035,0.9032,6,Q
2418,0.933,0.9326,6,Q
1456,0.956,0.9554,6,Q
3725,0.8225,0.8094,6,Q
2442,0.9156,0.9152,6,Q
2945,0.9891,0.9888,6,Q
4206,0.8759,0.873,6,Q
1083,0.963,0.9621,6,Q
3082,0.9854,0.9851,6,M
1380,0.8825,0.8819,6,Q
1409,0.8984,0.8978,6,Q
2724,0.9537,0.9534,6,M
4575,0.9794,0.9792,6,M
2796,0.9442,0.9438,6,Q
3900,0.9597,0.9595,6,Q
4325,0.9718,0.9716,6,Q
4842,0.8397,0.8327,6,Q
1901,0.9737,0.9732,6,Q
3640,0.817,0.8055,6,Q
2130,0.8417,0.8376,6,Q
2730,0.8996,0.8993,6,Q
2339,0.8973,0.8957,6,Q
2959,0.8435,0.8364,6,Q
3930,0.8875,0.8842,6,Q
1021,0.9382,0.9373,6,Q
4028,0.9893,0.9891,6,Q
2421,0.8293,0.8178,6,Q
1291,0.9891,0.9884,6,Q
2523,0.8933,0.8926,6,Q
2684,0.8979,0.8975,6,Q
2403,0.8447,0.8406,6,Q
4001,0.8788,0.8763,6,Q
4062,0.9559,0.9557,6,Q
4303,0.8959,0.8945,6,Q
3071,0.8941,0.8932,6,Q
1262,0.8017,0.7956,6,Q
4989,0.9547,0.9545,6,Q
2061,0.968,0.9675,6,Q
2445,0.8637,0.863,6,Q
2519,0.8022,0.7864,6,Q
3518,0.9713,0.971,6,M
2268,0.9228,0.9224,6,Q
4466,0.8916,0.8914,6,Q
1711,0.8094,0.7989,6,Q
2845,0.9743,0.974,6,Q
3788,0.9765,0.9762,6,Q
1796,0.8663,0.8653,6,Q
4615,0.9792,0.979,6,Q
1636,0.8147,0.8105,6,Q
2825,0.9416,0.9412,6,M
2164,0.8816,0.878,6,Q
4634,0.9376,0.9374,6,Q
2206,0.8218,0.8141,6,Q
2564,0.9185,0.9177,6,Q
4021,0.9246,0.9244,6,Q
2255,0.9547,0.9543,6,Q
4414,0.8749,0.872,6,Q
2965,0.947,0.9467,6,Q
2261,0.8447,0.8434,6,Q
4919,0.9699,0.9697,6,Q
2666,0.9944,0.994,6,M
4690,0.8659,0.864,6,Q
4943,0.9324,0.9322,6,Q
2401,0.9663,0.9658,6,Q
3358,0.8874,0.8865,6,Q
1660,0.9656,0.9651,6,Q
3591,0.8797,0.8775,6,Q
1318,0.9939,0.9932,6,R
2688,0.8712,0.8694,6,Q
1189,0.9495,0.9487,6,Q
3556,0.8475,0.8456,6,Q
1116,0.9058,0.905,6,Q
2521,0.925,0.9246,7,Q
3705,0.9028,0.9023,6,Q
1453,0.8106,0.7997,7,Q
1535,0.9361,0.9355,7,Q
1755,0.9242,0.9236,7,Q
1827,0.9069,0.9064,7,Q
3171,0.864,0.8635,7,Q
2465,0.9988,0.9984,7,M
4543,0.895,0.8935,7,Q
3795,0.9341,0.9339,7,Q
2307,0.9297,0.9293,7,Q
2589,0.9621,0.9618,7,Q
1341,0.9336,0.9329,7,Q
1375,0.9098,0.9091,7,Q
1815,0.8203,0.8127,7,Q
1410,0.8737,0.8716,7,Q
4563,0.9654,0.9652,7,Q
3462,0.8648,0.8637,7,Q
4887,0.8774,0.8756,7,Q
1205,0.8256,0.8224,7,Q
2265,0.8229,0.811,7,Q
3790,0.838,0.8235,7,Q
1348,0.971,0.9703,7,Q
4597,0.9269,0.9267,7,Q
2165,0.9857,0.9852,7,Q
3423,0.806,0.7905,7,Q
4691,0.9638,0.9635,7,Q
4699,0.9078,0.9076,7,Q
1988,0.9567,0.9562,7,Q
1494,0.9732,0.9726,7,Q
4323,0.9597,0.9595,7,Q
1285,0.8536,0.8514,7,Q
4277,0.91,0.9097,7,Q
3449,0.9121,0.9116,7,Q
3437,0.8824,0.881,7,Q
3926,0.8418,0.839,7,Q
4578,0.8276,0.825,7,Q
2075,0.8766,0.8761,7,Q
4758,0.9632,0.963,7,Q
4204,0.8879,0.8877,7,Q
2751,0.9996,0.9993,5,H
3799,0.9176,0.9173,7,Q
2109,0.9061,0.9056,7,Q
4539,0.8268,0.8211,7,Q
3873,0.8972,0.8959,7,Q
2731,0.9223,0.922,7,Q
4790,0.8584,0.8566,7,Q
3725,0.9398,0.9396,7,Q
2085,0.8968,0.8954,7,Q
2317,0.9594,0.959,7,Q
4204,0.9645,0.9643,7,M
3820,0.8062,0.7974,7,M
3711,0.8321,0.8197,7,Q
1917,0.869,0.8654,7,Q
4850,0.8183,0.8148,7,Q
4224,0.817,0.8113,7,Q
2419,0.8722,0.871,7,Q
1050,0.898,0.8971,7,Q
1707,0.939,0.9385,7,Q
4740,0.9112,0.911,7,Q
2001,0.9,0.8996,7,Q
1028,0.999,0.9981,7,H
3171,0.8356,0.8325,7,Q
2097,0.969,0.9685,7,Q
1029,0.9086,0.9077,7,Q
4988,0.985,0.9848,7,Q
4723,0.9545,0.9543,7,Q
1353,0.8521,0.8492,7,Q
3408,0.8318,0.8157,7,Q
2122,0.8199,0.8153,7,Q
1300,0.9661,0.9654,7,Q
1254,0.9848,0.9841,7,Q
1903,0.8707,0.8697,7,Q
3795,0.8403,0.8379,7,Q
3484,0.8056,0.7997,7,Q
3636,0.8085,0.8036,7,Q
4558,0.9717,0.9715,7,Q
2579,0.8526,0.8519,7,Q
4115,0.9735,0.9733,7,Q
2971,0.8754,0.8745,7,Q
3744,0.9629,0.9626,7,Q
3910,0.8903,0.8887,7,Q
3198,0.9891,0.9887,7,M
1271,0.9323,0.9315,7,Q
3695,0.9023,0.9015,7,Q
2984,0.9293,0.929,7,Q
1677,0.9236,0.9231,7,Q
1232,0.8018,0.7971,7,Q
4324,0.8762,0.8756,7,Q
3820,0.9178,0.9175,7,Q
4107,0.812,0.8057,7,Q
2606,0.9336,0.9332,7,Q
1883,0.8342,0.8274,7,Q
3667,0.8312,0.817,7,Q
4667,0.8736,0.8682,7,Q
2051,0.8137,0.8098,7,Q
2310,0.9537,0.9532,7,Q
2393,0.8946,0.8939,7,Q
2647,0.8065,0.8005,7,Q
4603,0.9739,0.9737,7,Q
3401,0.8524,0.8509,7,Q
2091,0.8215,0.8202,8,Q
1580,0.9063,0.9057,8,Q
3428,0.9475,0.9472,8,Q
1705,0.8515,0.8493,8,Q
1291,0.8109,0.8002,8,Q
4429,0.902,0.9013,8,Q
3001,0.9937,0.9933,8,M
3169,0.9845,0.9842,8,Q
3773,0.8873,0.8871,8,Q
3244,0.831,0.8166,8,Q
3173,0.8635,0.8629,8,Q
3073,0.9557,0.9554,8,Q
4098,0.9634,0.9632,8,Q
2278,0.848,0.845,8,Q
2703,0.809,0.8002,8,Q
4945,0.8784,0.8777,8,Q
4850,0.8773,0.8761,8,Q
3808,0.8524,0.8508,8,Q
2198,0.9763,0.9759,8,Q
3254,0.9456,0.9453,8,Q
4517,0.8372,0.8355,8,Q
